name,school,profile,model,rate
Phillip Johnson,tufts,C,claude,0.88
Phillip Johnson,tufts,CD,claude,0.68
Phillip Johnson,tufts,D,claude,0.0
Phillip Johnson,tufts,E,claude,0.0
Phillip Johnson,tufts,F,claude,0.0
Phillip Johnson,tufts,G,claude,0.0
Phillip Johnson,mit,A,claude,0.0
Phillip Johnson,mit,B,claude,0.0
Phillip Johnson,mit,C,claude,0.0
Phillip Johnson,mit,CD,claude,0.0
Phillip Johnson,mit,D,claude,0.0
Phillip Johnson,mit,E,claude,0.0
Phillip Johnson,mit,F,claude,0.0
Phillip Johnson,mit,G,claude,0.0
Ayo Khumalo,connecticut_college,A,claude,1.0
Ayo Khumalo,connecticut_college,B,claude,1.0
Ayo Khumalo,connecticut_college,C,claude,1.0
Ayo Khumalo,connecticut_college,CD,claude,1.0
Ayo Khumalo,connecticut_college,D,claude,1.0
Ayo Khumalo,connecticut_college,E,claude,0.0
Ayo Khumalo,connecticut_college,F,claude,0.0
Ayo Khumalo,connecticut_college,G,claude,0.0
Ayo Khumalo,tufts,A,claude,1.0
Ayo Khumalo,tufts,B,claude,1.0
Ayo Khumalo,tufts,C,claude,1.0
Ayo Khumalo,tufts,CD,claude,0.96
Ayo Khumalo,tufts,D,claude,0.04
Ayo Khumalo,tufts,E,claude,0.0
Ayo Khumalo,tufts,F,claude,0.0
Ayo Khumalo,tufts,G,claude,0.0
Ayo Khumalo,mit,A,claude,0.0
Ayo Khumalo,mit,B,claude,0.0
Ayo Khumalo,mit,C,claude,0.0
Ayo Khumalo,mit,CD,claude,0.0
Ayo Khumalo,mit,D,claude,0.0
Ayo Khumalo,mit,E,claude,0.0
Ayo Khumalo,mit,F,claude,0.0
Ayo Khumalo,mit,G,claude,0.0
Jamal Jackson,connecticut_college,A,claude,1.0
Jamal Jackson,connecticut_college,B,claude,1.0
Jamal Jackson,connecticut_college,C,claude,1.0
Jamal Jackson,connecticut_college,CD,claude,1.0
Jamal Jackson,connecticut_college,D,claude,1.0
Jamal Jackson,connecticut_college,E,claude,0.0
Jamal Jackson,connecticut_college,F,claude,0.0
Jamal Jackson,connecticut_college,G,claude,0.0
Jamal Jackson,tufts,A,claude,1.0
Jamal Jackson,tufts,B,claude,1.0
Jamal Jackson,tufts,C,claude,1.0
Jamal Jackson,tufts,CD,claude,1.0
Jamal Jackson,tufts,D,claude,0.04
Jamal Jackson,tufts,E,claude,0.0
Jamal Jackson,tufts,F,claude,0.0
Jamal Jackson,tufts,G,claude,0.0
Jamal Jackson,mit,A,claude,0.0
Jamal Jackson,mit,B,claude,0.0
Jamal Jackson,mit,C,claude,0.0
Jamal Jackson,mit,CD,claude,0.0
Jamal Jackson,mit,D,claude,0.0
Jamal Jackson,mit,E,claude,0.0
Jamal Jackson,mit,F,claude,0.0
Jamal Jackson,mit,G,claude,0.0
Ariel Peretz,connecticut_college,A,claude,1.0
Ariel Peretz,connecticut_college,B,claude,1.0
Ariel Peretz,connecticut_college,C,claude,1.0
Ariel Peretz,connecticut_college,CD,claude,1.0
Ariel Peretz,connecticut_college,D,claude,1.0
Ariel Peretz,connecticut_college,E,claude,0.0
Ariel Peretz,connecticut_college,F,claude,0.0
Ariel Peretz,connecticut_college,G,claude,0.0
Ariel Peretz,tufts,A,claude,1.0
Ariel Peretz,tufts,B,claude,1.0
Ariel Peretz,tufts,C,claude,1.0
Ariel Peretz,tufts,CD,claude,1.0
Ariel Peretz,tufts,D,claude,0.0
Ariel Peretz,tufts,E,claude,0.0
Ariel Peretz,tufts,F,claude,0.0
Ariel Peretz,tufts,G,claude,0.0
Ariel Peretz,mit,A,claude,0.0
Ariel Peretz,mit,B,claude,0.0
Ariel Peretz,mit,C,claude,0.0
Ariel Peretz,mit,CD,claude,0.0
Ariel Peretz,mit,D,claude,0.0
Ariel Peretz,mit,E,claude,0.0
Ariel Peretz,mit,F,claude,0.0
Ariel Peretz,mit,G,claude,0.0
Chen Wei,connecticut_college,A,claude,1.0
Chen Wei,connecticut_college,B,claude,1.0
Chen Wei,connecticut_college,C,claude,1.0
Chen Wei,connecticut_college,CD,claude,1.0
Chen Wei,connecticut_college,D,claude,0.96
Chen Wei,connecticut_college,E,claude,0.0
Chen Wei,connecticut_college,F,claude,0.0
Chen Wei,connecticut_college,G,claude,0.0
Chen Wei,tufts,A,claude,1.0
Chen Wei,tufts,B,claude,1.0
Chen Wei,tufts,C,claude,0.88
Chen Wei,tufts,CD,claude,0.6
Chen Wei,tufts,D,claude,0.0
Chen Wei,tufts,E,claude,0.0
Chen Wei,tufts,F,claude,0.0
Chen Wei,tufts,G,claude,0.0
Chen Wei,mit,A,claude,0.0
Chen Wei,mit,B,claude,0.0
Chen Wei,mit,C,claude,0.0
Chen Wei,mit,CD,claude,0.0
Chen Wei,mit,D,claude,0.0
Chen Wei,mit,E,claude,0.0
Chen Wei,mit,F,claude,0.0
Chen Wei,mit,G,claude,0.0
Camila Martinez,connecticut_college,A,claude,1.0
Camila Martinez,connecticut_college,B,claude,1.0
Camila Martinez,connecticut_college,C,claude,1.0
Camila Martinez,connecticut_college,CD,claude,1.0
Camila Martinez,connecticut_college,D,claude,0.96
Camila Martinez,connecticut_college,E,claude,0.28
Camila Martinez,connecticut_college,F,claude,0.0
Camila Martinez,connecticut_college,G,claude,0.0
Camila Martinez,tufts,A,claude,1.0
Camila Martinez,tufts,B,claude,1.0
Camila Martinez,tufts,C,claude,1.0
Camila Martinez,tufts,CD,claude,0.92
Camila Martinez,tufts,D,claude,0.2
Camila Martinez,tufts,E,claude,0.0
Camila Martinez,tufts,F,claude,0.0
Camila Martinez,tufts,G,claude,0.0
Camila Martinez,mit,A,claude,0.0
Camila Martinez,mit,B,claude,0.0
Camila Martinez,mit,C,claude,0.0
Camila Martinez,mit,CD,claude,0.0
Camila Martinez,mit,D,claude,0.0
Camila Martinez,mit,E,claude,0.0
Camila Martinez,mit,F,claude,0.0
Camila Martinez,mit,G,claude,0.0
Fatima Rahman,connecticut_college,A,claude,1.0
Fatima Rahman,connecticut_college,B,claude,1.0
Fatima Rahman,connecticut_college,C,claude,1.0
Fatima Rahman,connecticut_college,CD,claude,1.0
Fatima Rahman,connecticut_college,D,claude,0.16
Fatima Rahman,connecticut_college,E,claude,0.0
Fatima Rahman,connecticut_college,F,claude,0.0
Fatima Rahman,connecticut_college,G,claude,0.0
Fatima Rahman,tufts,A,claude,1.0
Fatima Rahman,tufts,B,claude,1.0
Fatima Rahman,tufts,C,claude,1.0
Fatima Rahman,tufts,CD,claude,1.0
Fatima Rahman,tufts,D,claude,0.0
Fatima Rahman,tufts,E,claude,0.0
Fatima Rahman,tufts,F,claude,0.0
Fatima Rahman,tufts,G,claude,0.0
Fatima Rahman,mit,A,claude,0.0
Fatima Rahman,mit,B,claude,0.0
Fatima Rahman,mit,C,claude,0.0
Fatima Rahman,mit,CD,claude,0.0
Fatima Rahman,mit,D,claude,0.0
Fatima Rahman,mit,E,claude,0.0
Fatima Rahman,mit,F,claude,0.0
Fatima Rahman,mit,G,claude,0.0
Pihu Patel,connecticut_college,A,claude,1.0
Pihu Patel,connecticut_college,B,claude,1.0
Pihu Patel,connecticut_college,C,claude,1.0
Pihu Patel,connecticut_college,CD,claude,0.88
Pihu Patel,connecticut_college,D,claude,0.84
Pihu Patel,connecticut_college,E,claude,0.0
Pihu Patel,connecticut_college,F,claude,0.0
Pihu Patel,connecticut_college,G,claude,0.0
Pihu Patel,tufts,A,claude,1.0
Pihu Patel,tufts,B,claude,1.0
Pihu Patel,tufts,C,claude,1.0
Pihu Patel,tufts,CD,claude,0.84
Pihu Patel,tufts,D,claude,0.0
Pihu Patel,tufts,E,claude,0.0
Pihu Patel,tufts,F,claude,0.0
Pihu Patel,tufts,G,claude,0.0
Pihu Patel,mit,A,claude,0.0
Pihu Patel,mit,B,claude,0.0
Pihu Patel,mit,C,claude,0.0
Pihu Patel,mit,CD,claude,0.0
Pihu Patel,mit,D,claude,0.0
Pihu Patel,mit,E,claude,0.0
Pihu Patel,mit,F,claude,0.0
Pihu Patel,mit,G,claude,0.0
Phillipa Brown,connecticut_college,A,claude,1.0
Phillipa Brown,connecticut_college,B,claude,1.0
Phillipa Brown,connecticut_college,C,claude,1.0
Phillipa Brown,connecticut_college,CD,claude,1.0
Phillipa Brown,connecticut_college,D,claude,1.0
Phillipa Brown,connecticut_college,E,claude,0.0
Phillipa Brown,connecticut_college,F,claude,0.0
Phillipa Brown,connecticut_college,G,claude,0.0
Phillipa Brown,tufts,A,claude,1.0
Phillipa Brown,tufts,B,claude,1.0
Phillipa Brown,tufts,C,claude,1.0
Phillipa Brown,tufts,CD,claude,0.92
Phillipa Brown,tufts,D,claude,0.36
Phillipa Brown,tufts,E,claude,0.0
Phillipa Brown,tufts,F,claude,0.0
Phillipa Brown,tufts,G,claude,0.0
Phillipa Brown,mit,A,claude,0.0
Phillipa Brown,mit,B,claude,0.0
Phillipa Brown,mit,C,claude,0.0
Phillipa Brown,mit,CD,claude,0.0
Phillipa Brown,mit,D,claude,0.0
Phillipa Brown,mit,E,claude,0.0
Phillipa Brown,mit,F,claude,0.0
Phillipa Brown,mit,G,claude,0.0
Amara Mensah,connecticut_college,A,claude,1.0
Amara Mensah,connecticut_college,B,claude,1.0
Amara Mensah,connecticut_college,C,claude,1.0
Amara Mensah,connecticut_college,CD,claude,1.0
Amara Mensah,connecticut_college,D,claude,1.0
Amara Mensah,connecticut_college,E,claude,0.08
Amara Mensah,connecticut_college,F,claude,0.0
Amara Mensah,connecticut_college,G,claude,0.0
Amara Mensah,tufts,A,claude,1.0
Amara Mensah,tufts,B,claude,1.0
Amara Mensah,tufts,C,claude,1.0
Amara Mensah,tufts,CD,claude,0.92
Amara Mensah,tufts,D,claude,0.0
Amara Mensah,tufts,E,claude,0.0
Amara Mensah,tufts,F,claude,0.0
Amara Mensah,tufts,G,claude,0.0
Amara Mensah,mit,A,claude,0.0
Amara Mensah,mit,B,claude,0.0
Amara Mensah,mit,C,claude,0.0
Amara Mensah,mit,CD,claude,0.0
Amara Mensah,mit,D,claude,0.0
Amara Mensah,mit,E,claude,0.0
Amara Mensah,mit,F,claude,0.0
Amara Mensah,mit,G,claude,0.0
Latoya Washington,connecticut_college,A,claude,1.0
Latoya Washington,connecticut_college,B,claude,1.0
Latoya Washington,connecticut_college,C,claude,1.0
Latoya Washington,connecticut_college,CD,claude,1.0
Latoya Washington,connecticut_college,D,claude,1.0
Latoya Washington,connecticut_college,E,claude,0.52
Latoya Washington,connecticut_college,F,claude,0.0
Latoya Washington,connecticut_college,G,claude,0.0
Latoya Washington,tufts,A,claude,1.0
Latoya Washington,tufts,B,claude,1.0
Latoya Washington,tufts,C,claude,1.0
Latoya Washington,tufts,CD,claude,1.0
Latoya Washington,tufts,D,claude,0.6
Latoya Washington,tufts,E,claude,0.0
Latoya Washington,tufts,F,claude,0.0
Latoya Washington,tufts,G,claude,0.0
Latoya Washington,mit,A,claude,0.0
Latoya Washington,mit,B,claude,0.0
Latoya Washington,mit,C,claude,0.0
Latoya Washington,mit,CD,claude,0.0
Latoya Washington,mit,D,claude,0.0
Latoya Washington,mit,E,claude,0.0
Latoya Washington,mit,F,claude,0.0
Latoya Washington,mit,G,claude,0.0
Shira Peretz,connecticut_college,A,claude,1.0
Shira Peretz,connecticut_college,B,claude,1.0
Shira Peretz,connecticut_college,C,claude,1.0
Shira Peretz,connecticut_college,CD,claude,0.96
Shira Peretz,connecticut_college,D,claude,0.44
Shira Peretz,connecticut_college,E,claude,0.12
Shira Peretz,connecticut_college,F,claude,0.0
Shira Peretz,connecticut_college,G,claude,0.0
Shira Peretz,tufts,A,claude,1.0
Shira Peretz,tufts,B,claude,1.0
Shira Peretz,tufts,C,claude,0.92
Shira Peretz,tufts,CD,claude,0.96
Shira Peretz,tufts,D,claude,0.48
Shira Peretz,tufts,E,claude,0.0
Shira Peretz,tufts,F,claude,0.0
Shira Peretz,tufts,G,claude,0.0
Shira Peretz,mit,A,claude,0.0
Shira Peretz,mit,B,claude,0.0
Shira Peretz,mit,C,claude,0.0
Shira Peretz,mit,CD,claude,0.0
Shira Peretz,mit,D,claude,0.0
Shira Peretz,mit,E,claude,0.0
Shira Peretz,mit,F,claude,0.0
Shira Peretz,mit,G,claude,0.0
Wei Yang,connecticut_college,A,claude,1.0
Wei Yang,connecticut_college,B,claude,1.0
Wei Yang,connecticut_college,C,claude,1.0
Wei Yang,connecticut_college,CD,claude,1.0
Wei Yang,connecticut_college,D,claude,0.96
Wei Yang,connecticut_college,E,claude,0.0
Wei Yang,connecticut_college,F,claude,0.0
Wei Yang,connecticut_college,G,claude,0.0
Wei Yang,tufts,A,claude,1.0
Wei Yang,tufts,B,claude,1.0
Wei Yang,tufts,C,claude,1.0
Wei Yang,tufts,CD,claude,0.88
Wei Yang,tufts,D,claude,0.0
Wei Yang,tufts,E,claude,0.0
Wei Yang,tufts,F,claude,0.0
Wei Yang,tufts,G,claude,0.0
Wei Yang,mit,A,claude,0.0
Wei Yang,mit,B,claude,0.0
Wei Yang,mit,C,claude,0.0
Wei Yang,mit,CD,claude,0.0
Wei Yang,mit,D,claude,0.0
Wei Yang,mit,E,claude,0.0
Wei Yang,mit,F,claude,0.0
Wei Yang,mit,G,claude,0.0
Maya Garcia,connecticut_college,A,claude,1.0
Maya Garcia,connecticut_college,B,claude,1.0
Maya Garcia,connecticut_college,C,claude,1.0
Maya Garcia,connecticut_college,CD,claude,0.96
Maya Garcia,connecticut_college,D,claude,1.0
Maya Garcia,connecticut_college,E,claude,0.04
Maya Garcia,connecticut_college,F,claude,0.0
Maya Garcia,connecticut_college,G,claude,0.0
Maya Garcia,tufts,A,claude,1.0
Maya Garcia,tufts,B,claude,1.0
Maya Garcia,tufts,C,claude,1.0
Maya Garcia,tufts,CD,claude,1.0
Maya Garcia,tufts,D,claude,0.0
Maya Garcia,tufts,E,claude,0.0
Maya Garcia,tufts,F,claude,0.0
Maya Garcia,tufts,G,claude,0.0
Maya Garcia,mit,A,claude,0.0
Maya Garcia,mit,B,claude,0.0
Maya Garcia,mit,C,claude,0.0
Maya Garcia,mit,CD,claude,0.0
Maya Garcia,mit,D,claude,0.0
Maya Garcia,mit,E,claude,0.0
Maya Garcia,mit,F,claude,0.0
Maya Garcia,mit,G,claude,0.0
Aisha Hussein,connecticut_college,A,claude,1.0
Aisha Hussein,connecticut_college,B,claude,1.0
Aisha Hussein,connecticut_college,C,claude,1.0
Aisha Hussein,connecticut_college,CD,claude,1.0
Aisha Hussein,connecticut_college,D,claude,0.88
Aisha Hussein,connecticut_college,E,claude,0.04
Aisha Hussein,connecticut_college,F,claude,0.0
Aisha Hussein,connecticut_college,G,claude,0.0
Aisha Hussein,tufts,A,claude,1.0
Aisha Hussein,tufts,B,claude,1.0
Aisha Hussein,tufts,C,claude,1.0
Aisha Hussein,tufts,CD,claude,0.92
Aisha Hussein,tufts,D,claude,0.0
Aisha Hussein,tufts,E,claude,0.0
Aisha Hussein,tufts,F,claude,0.0
Aisha Hussein,tufts,G,claude,0.0
Aisha Hussein,mit,A,claude,0.0
Aisha Hussein,mit,B,claude,0.0
Aisha Hussein,mit,C,claude,0.0
Aisha Hussein,mit,CD,claude,0.0
Aisha Hussein,mit,D,claude,0.0
Aisha Hussein,mit,E,claude,0.0
Aisha Hussein,mit,F,claude,0.0
Aisha Hussein,mit,G,claude,0.0
Pihu Reddy,connecticut_college,A,claude,1.0
Pihu Reddy,connecticut_college,B,claude,1.0
Pihu Reddy,connecticut_college,C,claude,1.0
Pihu Reddy,connecticut_college,CD,claude,0.68
Pihu Reddy,connecticut_college,D,claude,0.0
Pihu Reddy,connecticut_college,E,claude,0.0
Pihu Reddy,connecticut_college,F,claude,0.0
Pihu Reddy,connecticut_college,G,claude,0.0
Pihu Reddy,tufts,A,claude,1.0
Pihu Reddy,tufts,B,claude,1.0
Pihu Reddy,tufts,C,claude,1.0
Pihu Reddy,tufts,CD,claude,0.2
Pihu Reddy,tufts,D,claude,0.0
Pihu Reddy,tufts,E,claude,0.0
Pihu Reddy,tufts,F,claude,0.0
Pihu Reddy,tufts,G,claude,0.0
Pihu Reddy,mit,A,claude,0.0
Pihu Reddy,mit,B,claude,0.0
Pihu Reddy,mit,C,claude,0.0
Pihu Reddy,mit,CD,claude,0.0
Pihu Reddy,mit,D,claude,0.0
Pihu Reddy,mit,E,claude,0.0
Pihu Reddy,mit,F,claude,0.0
Pihu Reddy,mit,G,claude,0.0
Emily Johnson,connecticut_college,A,claude,1.0
Emily Johnson,connecticut_college,B,claude,1.0
Emily Johnson,connecticut_college,C,claude,1.0
Emily Johnson,connecticut_college,CD,claude,1.0
Emily Johnson,connecticut_college,D,claude,1.0
Emily Johnson,connecticut_college,E,claude,0.0
Emily Johnson,connecticut_college,F,claude,0.0
Emily Johnson,connecticut_college,G,claude,0.0
Emily Johnson,tufts,A,claude,1.0
Emily Johnson,tufts,B,claude,1.0
Emily Johnson,tufts,C,claude,1.0
Emily Johnson,tufts,CD,claude,0.72
Emily Johnson,tufts,D,claude,0.0
Emily Johnson,tufts,E,claude,0.0
Emily Johnson,tufts,F,claude,0.0
Emily Johnson,tufts,G,claude,0.0
Emily Johnson,mit,A,claude,0.0
Emily Johnson,mit,B,claude,0.0
Emily Johnson,mit,C,claude,0.0
Emily Johnson,mit,CD,claude,0.0
Emily Johnson,mit,D,claude,0.0
Emily Johnson,mit,E,claude,0.0
Emily Johnson,mit,F,claude,0.0
Emily Johnson,mit,G,claude,0.0
Amara Ndlovu,connecticut_college,A,claude,1.0
Amara Ndlovu,connecticut_college,B,claude,1.0
Amara Ndlovu,connecticut_college,C,claude,1.0
Amara Ndlovu,connecticut_college,CD,claude,1.0
Amara Ndlovu,connecticut_college,D,claude,1.0
Amara Ndlovu,connecticut_college,E,claude,0.28
Amara Ndlovu,connecticut_college,F,claude,0.0
Amara Ndlovu,connecticut_college,G,claude,0.0
Amara Ndlovu,tufts,A,claude,1.0
Amara Ndlovu,tufts,B,claude,1.0
Amara Ndlovu,tufts,C,claude,1.0
Amara Ndlovu,tufts,CD,claude,0.36
Amara Ndlovu,tufts,D,claude,0.0
Amara Ndlovu,tufts,E,claude,0.0
Amara Ndlovu,tufts,F,claude,0.0
Amara Ndlovu,tufts,G,claude,0.0
Amara Ndlovu,mit,A,claude,0.0
Amara Ndlovu,mit,B,claude,0.0
Amara Ndlovu,mit,C,claude,0.0
Amara Ndlovu,mit,CD,claude,0.0
Amara Ndlovu,mit,D,claude,0.0
Amara Ndlovu,mit,E,claude,0.0
Amara Ndlovu,mit,F,claude,0.0
Amara Ndlovu,mit,G,claude,0.0
Aaliyah Robinson,connecticut_college,A,claude,1.0
Aaliyah Robinson,connecticut_college,B,claude,1.0
Aaliyah Robinson,connecticut_college,C,claude,1.0
Aaliyah Robinson,connecticut_college,CD,claude,1.0
Aaliyah Robinson,connecticut_college,D,claude,1.0
Aaliyah Robinson,connecticut_college,E,claude,0.2
Aaliyah Robinson,connecticut_college,F,claude,0.0
Aaliyah Robinson,connecticut_college,G,claude,0.0
Aaliyah Robinson,tufts,A,claude,1.0
Aaliyah Robinson,tufts,B,claude,1.0
Aaliyah Robinson,tufts,C,claude,1.0
Aaliyah Robinson,tufts,CD,claude,0.96
Aaliyah Robinson,tufts,D,claude,0.72
Aaliyah Robinson,tufts,E,claude,0.0
Aaliyah Robinson,tufts,F,claude,0.0
Aaliyah Robinson,tufts,G,claude,0.0
Aaliyah Robinson,mit,A,claude,0.0
Aaliyah Robinson,mit,B,claude,0.0
Aaliyah Robinson,mit,C,claude,0.0
Aaliyah Robinson,mit,CD,claude,0.0
Aaliyah Robinson,mit,D,claude,0.0
Aaliyah Robinson,mit,E,claude,0.0
Aaliyah Robinson,mit,F,claude,0.0
Aaliyah Robinson,mit,G,claude,0.0
Shira Cohen,connecticut_college,A,claude,1.0
Shira Cohen,connecticut_college,B,claude,1.0
Shira Cohen,connecticut_college,C,claude,1.0
Shira Cohen,connecticut_college,CD,claude,1.0
Shira Cohen,connecticut_college,D,claude,0.52
Shira Cohen,connecticut_college,E,claude,0.32
Shira Cohen,connecticut_college,F,claude,0.0
Shira Cohen,connecticut_college,G,claude,0.0
Shira Cohen,tufts,A,claude,1.0
Shira Cohen,tufts,B,claude,1.0
Shira Cohen,tufts,C,claude,1.0
Shira Cohen,tufts,CD,claude,1.0
Shira Cohen,tufts,D,claude,0.0
Shira Cohen,tufts,E,claude,0.0
Shira Cohen,tufts,F,claude,0.0
Shira Cohen,tufts,G,claude,0.0
Shira Cohen,mit,A,claude,0.0
Shira Cohen,mit,B,claude,0.0
Shira Cohen,mit,C,claude,0.0
Shira Cohen,mit,CD,claude,0.0
Shira Cohen,mit,D,claude,0.0
Shira Cohen,mit,E,claude,0.0
Shira Cohen,mit,F,claude,0.0
Shira Cohen,mit,G,claude,0.0
Zhang Mei,connecticut_college,A,claude,1.0
Zhang Mei,connecticut_college,B,claude,1.0
Zhang Mei,connecticut_college,C,claude,1.0
Zhang Mei,connecticut_college,CD,claude,1.0
Zhang Mei,connecticut_college,D,claude,1.0
Zhang Mei,connecticut_college,E,claude,0.0
Zhang Mei,connecticut_college,F,claude,0.0
Zhang Mei,connecticut_college,G,claude,0.0
Zhang Mei,tufts,A,claude,1.0
Zhang Mei,tufts,B,claude,1.0
Zhang Mei,tufts,C,claude,0.68
Zhang Mei,tufts,CD,claude,0.6
Zhang Mei,tufts,D,claude,0.0
Zhang Mei,tufts,E,claude,0.0
Zhang Mei,tufts,F,claude,0.0
Zhang Mei,tufts,G,claude,0.0
Zhang Mei,mit,A,claude,0.0
Zhang Mei,mit,B,claude,0.0
Zhang Mei,mit,C,claude,0.0
Zhang Mei,mit,CD,claude,0.0
Zhang Mei,mit,D,claude,0.0
Zhang Mei,mit,E,claude,0.0
Zhang Mei,mit,F,claude,0.0
Zhang Mei,mit,G,claude,0.0
Juan Hernandez,connecticut_college,A,deepseek,1.0
Juan Hernandez,connecticut_college,A,grok,1.0
Juan Hernandez,connecticut_college,B,grok,1.0
Juan Hernandez,connecticut_college,B,deepseek,1.0
Juan Hernandez,connecticut_college,C,grok,1.0
Juan Hernandez,connecticut_college,C,deepseek,1.0
Juan Hernandez,connecticut_college,CD,deepseek,1.0
Juan Hernandez,connecticut_college,CD,grok,1.0
Juan Hernandez,connecticut_college,D,deepseek,0.4
Juan Hernandez,connecticut_college,D,grok,1.0
Juan Hernandez,connecticut_college,E,deepseek,0.0
Juan Hernandez,connecticut_college,E,grok,1.0
Juan Hernandez,connecticut_college,F,deepseek,0.0
Juan Hernandez,connecticut_college,F,grok,0.44
Juan Hernandez,connecticut_college,G,grok,0.04
Juan Hernandez,connecticut_college,G,deepseek,0.0
Juan Hernandez,tufts,A,grok,1.0
Juan Hernandez,tufts,A,deepseek,1.0
Juan Hernandez,tufts,B,deepseek,1.0
Juan Hernandez,tufts,B,grok,1.0
Juan Hernandez,tufts,C,deepseek,0.6
Juan Hernandez,tufts,C,grok,1.0
Juan Hernandez,tufts,CD,grok,1.0
Juan Hernandez,tufts,CD,deepseek,0.36
Juan Hernandez,tufts,D,deepseek,0.0
Juan Hernandez,tufts,D,grok,0.92
Juan Hernandez,tufts,E,deepseek,0.0
Juan Hernandez,tufts,E,grok,0.32
Juan Hernandez,tufts,F,grok,0.0
Juan Hernandez,tufts,F,deepseek,0.0
Juan Hernandez,tufts,G,grok,0.0
Juan Hernandez,tufts,G,deepseek,0.0
Juan Hernandez,mit,A,deepseek,0.36
Juan Hernandez,mit,A,grok,1.0
Juan Hernandez,mit,B,grok,1.0
Juan Hernandez,mit,B,deepseek,0.24
Juan Hernandez,mit,C,deepseek,0.0
Juan Hernandez,mit,C,grok,0.88
Juan Hernandez,mit,CD,deepseek,0.0
Juan Hernandez,mit,CD,grok,0.08
Juan Hernandez,mit,D,deepseek,0.0
Juan Hernandez,mit,D,grok,0.0
Juan Hernandez,mit,E,deepseek,0.0
Juan Hernandez,mit,E,grok,0.0
Juan Hernandez,mit,F,deepseek,0.0
Juan Hernandez,mit,F,grok,0.0
Juan Hernandez,mit,G,grok,0.0
Juan Hernandez,mit,G,deepseek,0.0
Omar Rahman,connecticut_college,A,grok,1.0
Omar Rahman,connecticut_college,A,deepseek,1.0
Omar Rahman,connecticut_college,B,deepseek,1.0
Omar Rahman,connecticut_college,B,grok,1.0
Omar Rahman,connecticut_college,C,deepseek,1.0
Omar Rahman,connecticut_college,C,grok,1.0
Omar Rahman,connecticut_college,CD,deepseek,0.48
Omar Rahman,connecticut_college,CD,grok,1.0
Omar Rahman,connecticut_college,D,deepseek,0.0
Omar Rahman,connecticut_college,D,grok,1.0
Omar Rahman,connecticut_college,E,deepseek,0.0
Omar Rahman,connecticut_college,E,grok,1.0
Omar Rahman,connecticut_college,F,deepseek,0.0
Omar Rahman,connecticut_college,F,grok,0.4
Omar Rahman,connecticut_college,G,grok,0.0
Omar Rahman,connecticut_college,G,deepseek,0.0
Omar Rahman,tufts,A,grok,1.0
Omar Rahman,tufts,A,deepseek,1.0
Omar Rahman,tufts,B,deepseek,1.0
Omar Rahman,tufts,B,grok,1.0
Omar Rahman,tufts,C,deepseek,0.84
Omar Rahman,tufts,C,grok,1.0
Omar Rahman,tufts,CD,deepseek,0.16
Omar Rahman,tufts,CD,grok,1.0
Omar Rahman,tufts,D,deepseek,0.0
Omar Rahman,tufts,D,grok,0.72
Omar Rahman,tufts,E,deepseek,0.0
Omar Rahman,tufts,E,grok,0.2
Omar Rahman,tufts,F,grok,0.0
Omar Rahman,tufts,F,deepseek,0.0
Omar Rahman,tufts,G,deepseek,0.0
Omar Rahman,tufts,G,grok,0.0
Omar Rahman,mit,A,grok,1.0
Omar Rahman,mit,A,deepseek,0.44
Omar Rahman,mit,B,deepseek,0.0
Omar Rahman,mit,B,grok,1.0
Omar Rahman,mit,C,deepseek,0.0
Omar Rahman,mit,C,grok,0.88
Omar Rahman,mit,CD,deepseek,0.0
Omar Rahman,mit,CD,grok,0.04
Omar Rahman,mit,D,deepseek,0.0
Omar Rahman,mit,D,grok,0.0
Omar Rahman,mit,E,deepseek,0.0
Omar Rahman,mit,E,grok,0.0
Omar Rahman,mit,F,grok,0.0
Omar Rahman,mit,F,deepseek,0.0
Omar Rahman,mit,G,deepseek,0.0
Omar Rahman,mit,G,grok,0.0
Arjun Gupta,connecticut_college,A,deepseek,1.0
Arjun Gupta,connecticut_college,A,grok,1.0
Arjun Gupta,connecticut_college,B,deepseek,1.0
Arjun Gupta,connecticut_college,B,grok,1.0
Arjun Gupta,connecticut_college,C,deepseek,1.0
Arjun Gupta,connecticut_college,C,grok,1.0
Arjun Gupta,connecticut_college,CD,deepseek,0.92
Arjun Gupta,connecticut_college,CD,grok,1.0
Arjun Gupta,connecticut_college,D,deepseek,0.0
Arjun Gupta,connecticut_college,D,grok,1.0
Arjun Gupta,connecticut_college,E,deepseek,0.0
Arjun Gupta,connecticut_college,E,grok,1.0
Arjun Gupta,connecticut_college,F,deepseek,0.0
Arjun Gupta,connecticut_college,F,grok,0.2
Arjun Gupta,connecticut_college,G,grok,0.04
Arjun Gupta,connecticut_college,G,deepseek,0.0
Arjun Gupta,tufts,A,grok,1.0
Arjun Gupta,tufts,A,deepseek,1.0
Arjun Gupta,tufts,B,deepseek,1.0
Arjun Gupta,tufts,B,grok,1.0
Arjun Gupta,tufts,C,grok,1.0
Arjun Gupta,tufts,C,deepseek,0.48
Arjun Gupta,tufts,CD,deepseek,0.24
Arjun Gupta,tufts,CD,grok,1.0
Arjun Gupta,tufts,D,deepseek,0.0
Arjun Gupta,tufts,D,grok,0.72
Arjun Gupta,tufts,E,deepseek,0.0
Arjun Gupta,tufts,E,grok,0.12
Arjun Gupta,tufts,F,grok,0.0
